geotype,geoid,geoname,varname,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022,x2023
state,56,Wyoming,human,43.67,40.74,41.15,45.42,34.44,39.15,39.06,38.91,43.61,38.53,41.38,43.6,42.5,44.76
state,1,Alabama,humanOppose,,,,,39.0,,36.41,,37.15,37.76,37.79,36.64,36.87,36.26
state,2,Alaska,humanOppose,,,,,39.0,,35.95,,36.09,37.05,35.45,33.62,33.23,32.3
state,4,Arizona,humanOppose,,,,,35.0,,34.33,,33.06,33.74,33.45,30.94,31.41,30.63
state,5,Arkansas,humanOppose,,,,,39.0,,36.62,,36.37,37.46,36.72,35.46,36.99,36.24
state,6,California,humanOppose,,,,,29.0,,28.07,,26.9,27.27,26.74,25.06,26.0,25.39
state,8,Colorado,humanOppose,,,,,33.0,,32.52,,31.62,32.36,32.16,29.89,28.78,27.99
state,9,Connecticut,humanOppose,,,,,32.0,,29.63,,28.16,28.92,29.04,26.74,27.4,26.75
state,10,Delaware,humanOppose,,,,,32.0,,30.93,,31.42,31.85,33.43,30.32,31.02,30.23
state,11,District of Columbia,humanOppose,,,,,24.0,,23.93,,26.52,27.19,26.96,24.18,24.62,23.47
state,12,Florida,humanOppose,,,,,34.0,,32.79,,32.38,33.39,33.45,31.66,31.14,30.59
state,13,Georgia,humanOppose,,,,,36.0,,34.47,,34.37,34.89,35.34,32.61,33.02,32.26
state,15,Hawaii,humanOppose,,,,,27.0,,25.38,,24.99,25.87,24.92,30.37,26.2,25.64
state,16,Idaho,humanOppose,,,,,40.0,,36.52,,36.16,37.15,37.2,35.8,34.72,34.15
state,17,Illinois,humanOppose,,,,,32.0,,31.23,,30.51,31.36,30.42,28.48,30.52,29.51
state,18,Indiana,humanOppose,,,,,36.0,,36.13,,36.8,37.82,37.69,35.76,38.05,36.93
state,19,Iowa,humanOppose,,,,,35.0,,33.89,,34.01,35.03,34.72,32.35,35.19,34.03
state,20,Kansas,humanOppose,,,,,37.0,,35.65,,35.71,36.51,36.9,34.62,35.26,34.46
state,21,Kentucky,humanOppose,,,,,38.0,,38.13,,36.89,38.33,38.77,37.15,39.05,37.78
state,22,Louisiana,humanOppose,,,,,38.0,,35.87,,35.21,36.29,36.74,36.22,36.34,35.48
state,23,Maine,humanOppose,,,,,34.0,,32.78,,33.88,34.75,35.65,33.35,32.06,31.35
state,24,Maryland,humanOppose,,,,,32.0,,29.27,,28.09,28.59,27.65,25.16,26.57,25.77
state,25,Massachusetts,humanOppose,,,,,31.0,,30.46,,27.53,28.4,28.19,25.87,26.82,25.97
state,26,Michigan,humanOppose,,,,,34.0,,31.4,,31.4,32.19,32.6,30.81,30.87,30.23
state,27,Minnesota,humanOppose,,,,,34.0,,33.35,,33.23,33.94,33.55,30.87,31.27,30.29
state,28,Mississippi,humanOppose,,,,,38.0,,34.87,,34.87,35.65,35.67,33.9,35.66,34.99
state,29,Missouri,humanOppose,,,,,36.0,,35.1,,34.59,35.96,35.88,34.1,35.57,34.6
state,30,Montana,humanOppose,,,,,37.0,,36.85,,37.57,38.39,37.32,34.91,35.57,34.51
state,31,Nebraska,humanOppose,,,,,38.0,,36.65,,36.92,38.1,37.22,35.16,35.77,34.93
state,32,Nevada,humanOppose,,,,,32.0,,31.9,,31.78,32.59,32.46,30.49,31.95,31.08
state,33,New Hampshire,humanOppose,,,,,34.0,,32.26,,31.94,32.76,32.73,30.2,30.11,29.46
state,34,New Jersey,humanOppose,,,,,33.0,,29.47,,29.45,29.95,28.89,26.94,26.99,26.28
state,35,New Mexico,humanOppose,,,,,30.0,,31.47,,30.47,31.28,31.14,28.74,31.69,30.66
state,36,New York,humanOppose,,,,,32.0,,29.99,,29.48,30.21,28.9,27.26,28.12,27.29
state,37,North Carolina,humanOppose,,,,,35.0,,32.84,,32.25,33.17,32.97,31.21,31.13,30.51
state,38,North Dakota,humanOppose,,,,,37.0,,38.99,,42.12,43.02,42.61,40.77,42.95,41.61
state,39,Ohio,humanOppose,,,,,35.0,,33.02,,34.03,34.94,34.94,33.54,34.04,33.25
state,40,Oklahoma,humanOppose,,,,,39.0,,37.5,,37.08,38.21,38.43,36.66,38.37,37.35
state,41,Oregon,humanOppose,,,,,33.0,,31.83,,31.76,32.42,32.39,29.93,29.15,28.48
state,42,Pennsylvania,humanOppose,,,,,35.0,,32.99,,32.87,33.92,33.23,31.37,31.54,30.73
state,44,Rhode Island,humanOppose,,,,,31.0,,29.67,,30.18,30.83,30.65,28.98,30.12,29.5
state,45,South Carolina,humanOppose,,,,,37.0,,34.23,,34.59,35.31,35.78,33.52,34.35,33.61
state,46,South Dakota,humanOppose,,,,,38.0,,35.58,,36.64,37.56,37.14,34.57,36.05,35.37
state,47,Tennessee,humanOppose,,,,,38.0,,35.72,,34.36,35.63,36.14,34.72,35.84,35.05
state,48,Texas,humanOppose,,,,,34.0,,33.67,,32.94,33.5,33.65,31.31,33.06,32.04
state,49,Utah,humanOppose,,,,,39.0,,40.66,,37.0,37.5,37.6,35.57,35.89,34.89
state,50,Vermont,humanOppose,,,,,31.0,,29.92,,29.82,30.26,30.52,28.01,28.26,27.66
state,51,Virginia,humanOppose,,,,,34.0,,31.48,,29.58,30.83,30.58,28.4,28.77,28.08
state,53,Washington,humanOppose,,,,,33.0,,31.01,,29.36,30.1,29.68,27.53,27.85,27.05
state,54,West Virginia,humanOppose,,,,,39.0,,40.29,,41.9,43.39,42.48,41.3,43.66,42.1
state,55,Wisconsin,humanOppose,,,,,34.0,,32.86,,32.95,33.66,34.18,32.12,32.49,31.81
state,56,Wyoming,humanOppose,,,,,41.0,,42.32,,43.77,45.01,42.66,41.56,42.47,41.07
state,1,Alabama,important,17.42,17.01,19.11,16.97,15.95,18.42,20.61,19.81,25.8,25.5,26.27,,,
state,2,Alaska,important,24.17,23.47,24.85,24.82,22.64,25.58,28.22,30.53,34.1,35.89,36.69,,,
state,4,Arizona,important,22.4,22.25,23.04,23.2,21.98,24.18,28.36,29.53,33.9,34.82,36.98,,,
state,5,Arkansas,important,19.52,18.42,21.18,19.66,17.93,20.57,24.25,23.15,29.64,28.36,29.75,,,
state,6,California,important,29.69,27.72,30.03,29.92,27.73,32.31,34.8,36.16,42.11,44.63,44.44,,,
state,8,Colorado,important,25.0,22.54,24.9,23.97,24.04,26.68,28.88,31.03,35.25,37.42,37.7,,,
state,9,Connecticut,important,24.69,21.81,24.99,23.04,22.85,27.12,29.4,30.03,37.54,38.38,39.1,,,
state,10,Delaware,important,22.82,20.51,24.08,23.35,22.51,25.47,28.19,28.23,34.38,34.73,35.66,,,
state,11,District of Columbia,important,30.17,26.13,28.94,30.06,29.46,33.01,35.07,38.8,43.41,48.33,49.15,,,
state,12,Florida,important,22.29,20.94,23.6,22.47,21.68,24.65,27.45,28.69,34.16,35.71,36.24,,,
state,13,Georgia,important,22.04,21.3,24.19,22.37,21.3,24.08,26.74,28.09,33.19,33.52,35.26,,,
state,15,Hawaii,important,30.24,26.97,29.56,30.51,29.14,33.06,35.2,37.58,43.27,47.13,48.21,,,
state,16,Idaho,important,20.1,19.81,22.87,20.02,18.99,21.65,24.92,24.84,30.42,31.04,31.62,,,
state,17,Illinois,important,22.24,20.19,21.44,21.61,20.59,23.45,24.97,27.39,32.17,34.0,35.83,,,
state,18,Indiana,important,18.72,17.67,19.88,18.92,16.86,18.89,22.04,22.32,26.73,26.34,27.25,,,
state,19,Iowa,important,19.72,17.74,19.8,19.21,17.79,21.5,22.5,23.29,27.89,28.24,28.74,,,
state,20,Kansas,important,20.97,19.19,21.35,19.23,18.91,21.91,23.45,23.08,29.5,29.24,29.27,,,
state,21,Kentucky,important,17.35,16.5,17.32,16.66,14.73,17.57,19.87,19.62,23.53,23.81,24.07,,,
state,22,Louisiana,important,21.4,20.55,22.36,21.23,19.84,22.12,24.55,25.09,31.02,30.39,31.14,,,
state,23,Maine,important,22.79,20.08,23.14,21.93,21.54,24.46,26.82,26.75,32.16,33.09,34.48,,,
state,24,Maryland,important,24.57,22.28,25.03,24.69,23.64,28.07,30.25,32.23,38.33,40.09,41.34,,,
state,25,Massachusetts,important,24.83,22.95,25.02,24.35,25.22,28.04,31.03,32.65,38.78,40.71,41.15,,,
state,26,Michigan,important,19.97,18.07,20.75,20.27,18.6,21.76,23.42,24.3,30.41,30.3,31.03,,,
state,27,Minnesota,important,21.29,19.62,20.68,20.39,20.16,21.58,24.73,25.11,31.15,31.64,31.35,,,
state,28,Mississippi,important,18.27,17.15,19.5,18.0,16.55,19.43,22.01,21.69,27.57,27.63,28.1,,,
state,29,Missouri,important,20.36,19.02,21.77,19.62,18.76,20.81,24.18,23.0,29.1,28.73,29.93,,,
state,30,Montana,important,21.44,19.41,21.48,20.66,17.8,20.7,24.34,24.59,29.97,30.14,29.72,,,
state,31,Nebraska,important,19.94,19.3,19.8,18.9,18.72,20.04,23.43,22.8,28.03,28.49,28.69,,,
state,32,Nevada,important,24.23,22.33,25.01,24.71,22.92,26.18,28.5,29.52,35.2,36.21,36.7,,,
state,33,New Hampshire,important,21.9,20.37,23.79,21.19,21.63,24.43,26.33,27.57,33.19,34.52,35.34,,,
state,34,New Jersey,important,24.12,21.87,24.38,22.84,23.39,26.43,29.19,31.24,35.68,37.85,39.42,,,
state,35,New Mexico,important,26.38,23.75,26.43,26.55,24.84,27.85,30.45,31.23,36.87,37.78,37.32,,,
state,36,New York,important,25.03,23.44,25.25,24.62,24.12,27.24,30.16,33.95,38.06,40.22,42.59,,,
state,37,North Carolina,important,22.11,20.14,23.13,21.69,21.45,24.06,26.2,27.05,33.06,33.13,34.38,,,
state,38,North Dakota,important,18.8,18.63,20.44,19.44,16.56,18.53,20.42,20.95,25.68,24.91,24.89,,,
state,39,Ohio,important,19.66,17.61,19.65,18.33,18.15,20.62,22.52,22.61,28.34,29.65,30.28,,,
state,40,Oklahoma,important,20.55,20.31,21.65,20.34,18.62,20.28,24.39,23.73,29.0,27.72,28.72,,,
state,41,Oregon,important,24.49,23.39,25.48,24.66,24.81,27.35,30.06,32.25,38.58,40.31,41.33,,,
state,42,Pennsylvania,important,21.51,19.96,21.75,20.84,19.34,22.88,25.04,25.77,31.68,32.81,33.45,,,
state,44,Rhode Island,important,24.3,21.97,24.43,24.43,23.59,27.88,29.03,30.71,36.33,37.79,38.39,,,
state,45,South Carolina,important,20.98,20.57,22.32,20.63,19.59,22.66,25.22,25.53,31.91,30.78,31.82,,,
state,46,South Dakota,important,20.28,17.76,19.8,18.17,17.45,20.48,22.61,21.75,27.71,27.15,28.56,,,
state,47,Tennessee,important,16.91,16.76,19.17,16.74,16.01,19.17,21.04,20.54,26.81,24.92,26.35,,,
state,48,Texas,important,23.69,22.27,24.88,23.46,21.88,24.23,27.91,28.43,33.86,34.79,35.55,,,
state,49,Utah,important,21.06,21.12,22.74,20.9,19.07,21.01,24.51,26.61,31.38,31.04,31.93,,,
state,50,Vermont,important,23.52,21.16,23.06,23.33,22.7,25.88,28.33,30.16,35.42,37.22,36.82,,,
state,51,Virginia,important,23.3,21.2,24.5,22.96,22.37,25.64,28.47,29.77,34.14,35.6,36.88,,,
state,53,Washington,important,25.58,22.93,25.25,24.35,24.56,27.9,30.69,32.26,38.4,40.21,41.29,,,
state,54,West Virginia,important,18.51,18.35,19.87,19.51,16.9,17.83,21.3,20.33,24.69,24.01,24.83,,,
state,55,Wisconsin,important,18.93,17.86,19.74,18.83,17.88,20.79,22.65,23.06,28.69,29.0,29.66,,,
state,56,Wyoming,important,20.32,19.98,21.3,19.92,16.98,20.42,22.32,22.25,26.33,26.42,26.06,,,
state,1,Alabama,localofficials,46.25,47.39,47.27,52.04,49.42,53.65,51.42,53.91,56.91,52.75,50.57,54.74,50.83,51.68
state,2,Alaska,localofficials,43.89,45.9,46.09,50.26,47.56,52.79,52.74,54.83,55.98,54.36,51.33,55.13,51.22,53.11
state,4,Arizona,localofficials,44.97,46.79,46.89,51.08,47.81,53.05,52.2,55.6,56.33,53.55,51.25,57.36,53.52,55.67
state,5,Arkansas,localofficials,44.49,45.19,45.36,50.33,46.83,51.9,49.92,52.57,55.53,52.3,48.59,54.65,49.86,50.82
state,6,California,localofficials,50.35,49.5,50.43,54.02,52.86,58.22,59.01,61.09,61.48,60.51,57.1,61.89,59.01,60.49
state,8,Colorado,localofficials,45.47,46.42,46.52,50.49,48.2,52.7,53.05,55.39,55.85,54.56,51.26,57.07,54.46,56.37
state,9,Connecticut,localofficials,48.39,47.64,47.82,52.57,50.74,56.06,55.9,57.84,60.88,58.21,53.97,59.81,57.02,58.01
state,10,Delaware,localofficials,51.36,51.69,50.88,54.87,53.58,57.57,57.42,60.31,60.27,58.92,56.12,61.26,58.22,58.49
state,11,District of Columbia,localofficials,57.56,58.4,58.56,59.88,61.11,64.69,66.81,67.65,67.48,68.55,65.3,70.29,68.04,68.66
state,12,Florida,localofficials,51.17,51.13,51.86,55.54,54.09,59.17,56.41,60.21,61.32,58.69,57.73,62.08,58.39,58.67
state,13,Georgia,localofficials,49.68,51.6,51.39,54.94,52.81,57.18,57.31,60.05,60.53,59.51,57.07,59.71,56.51,57.37
state,15,Hawaii,localofficials,50.75,49.85,50.61,53.65,52.63,58.36,60.71,61.62,62.22,61.25,57.9,58.75,59.54,60.68
state,16,Idaho,localofficials,40.39,41.46,43.73,48.5,44.39,50.45,48.36,51.53,54.43,51.38,46.46,53.82,49.46,51.27
state,17,Illinois,localofficials,50.06,49.47,49.01,53.23,51.5,54.51,57.2,58.22,59.89,57.39,54.62,59.63,55.63,56.89
state,18,Indiana,localofficials,46.54,47.17,46.12,50.78,47.66,51.08,50.07,52.86,52.78,49.95,48.31,53.47,48.79,49.93
state,19,Iowa,localofficials,45.48,45.03,43.3,50.11,45.8,51.34,50.16,51.91,55.59,51.06,49.07,53.59,48.15,49.31
state,20,Kansas,localofficials,45.52,46.18,45.66,50.28,47.51,52.16,50.73,53.59,55.35,52.23,50.52,53.77,50.14,51.15
state,21,Kentucky,localofficials,44.13,46.6,45.2,49.7,46.5,50.11,48.91,51.44,52.11,49.71,48.25,52.04,47.48,48.57
state,22,Louisiana,localofficials,46.58,47.87,47.9,52.26,49.59,53.93,52.34,54.95,57.13,53.82,51.84,54.47,52.01,53.44
state,23,Maine,localofficials,45.25,47.44,47.5,49.78,49.29,52.86,52.2,54.33,54.45,53.93,52.04,55.94,52.99,53.94
state,24,Maryland,localofficials,52.37,52.46,52.64,56.54,55.03,60.18,61.38,63.43,64.56,63.54,59.93,65.01,61.57,61.96
state,25,Massachusetts,localofficials,47.75,48.86,48.11,52.97,50.61,54.93,57.84,58.88,60.53,59.23,55.64,61.12,58.28,59.35
state,26,Michigan,localofficials,46.8,47.38,46.44,50.68,49.22,53.62,52.66,56.69,57.46,54.66,52.54,57.57,54.52,55.24
state,27,Minnesota,localofficials,46.78,46.62,46.64,50.0,47.99,51.69,52.12,53.99,55.47,53.67,51.02,56.07,52.35,53.57
state,28,Mississippi,localofficials,48.56,48.88,48.97,53.36,49.48,55.35,53.36,56.42,57.58,54.62,51.81,57.25,52.84,53.61
state,29,Missouri,localofficials,46.42,47.58,46.66,50.05,48.59,52.78,50.48,53.59,54.08,52.01,50.3,54.99,50.71,51.65
state,30,Montana,localofficials,43.29,44.86,42.68,47.73,43.73,49.5,48.01,50.18,52.08,48.63,46.23,51.73,46.03,48.51
state,31,Nebraska,localofficials,44.49,45.85,44.61,49.58,47.03,50.82,48.38,52.51,53.74,51.09,49.69,52.12,48.0,49.33
state,32,Nevada,localofficials,47.18,47.8,48.23,51.57,50.21,53.97,53.57,56.93,56.5,56.43,52.85,59.16,54.36,56.22
state,33,New Hampshire,localofficials,45.55,46.6,46.43,49.62,48.19,52.57,50.65,55.2,55.68,54.45,50.99,56.33,52.57,53.52
state,34,New Jersey,localofficials,51.74,51.0,51.74,55.24,54.59,59.15,59.46,61.55,63.74,61.52,58.6,62.95,59.39,60.42
state,35,New Mexico,localofficials,50.22,50.7,49.75,53.2,52.09,55.06,54.21,56.88,57.36,55.42,53.65,58.79,54.02,56.1
state,36,New York,localofficials,50.96,51.97,52.55,55.52,54.64,59.62,61.55,63.96,65.51,64.0,59.95,64.26,60.76,61.76
state,37,North Carolina,localofficials,51.01,50.55,51.18,54.49,52.76,57.15,56.48,58.42,59.08,57.25,54.66,59.44,56.4,56.79
state,38,North Dakota,localofficials,44.51,45.59,44.39,48.4,44.64,48.68,45.53,48.89,49.83,45.75,46.06,46.64,41.8,43.51
state,39,Ohio,localofficials,46.99,46.67,47.52,50.85,49.16,54.31,52.2,55.34,55.74,54.36,51.5,56.5,52.65,53.43
state,40,Oklahoma,localofficials,43.47,45.64,45.52,50.41,46.81,52.32,48.76,52.46,53.52,50.37,47.66,53.87,49.07,50.28
state,41,Oregon,localofficials,46.11,46.28,46.89,49.71,49.29,53.68,54.51,56.79,56.25,56.58,53.3,58.69,56.06,57.47
state,42,Pennsylvania,localofficials,49.52,48.05,48.7,51.33,51.3,54.68,54.65,57.76,57.39,56.47,53.85,57.96,54.3,55.1
state,44,Rhode Island,localofficials,49.4,48.46,48.74,50.9,51.72,55.39,55.03,57.87,57.1,56.59,54.22,57.97,55.2,56.0
state,45,South Carolina,localofficials,49.24,50.29,50.01,54.44,51.87,56.29,54.28,57.96,60.14,56.88,54.76,59.04,54.47,54.87
state,46,South Dakota,localofficials,43.42,43.96,43.87,49.17,45.97,52.08,49.69,52.74,53.97,50.53,47.79,54.14,48.16,48.94
state,47,Tennessee,localofficials,46.4,46.65,47.21,51.8,49.4,52.62,50.89,53.56,56.79,52.58,49.96,56.69,52.31,52.73
state,48,Texas,localofficials,48.66,49.92,50.04,53.84,51.12,56.29,54.76,58.4,58.53,57.09,54.09,59.92,55.64,57.23
state,49,Utah,localofficials,41.79,43.99,43.1,49.12,44.03,49.28,47.66,51.93,53.15,49.89,47.79,53.05,48.31,50.79
state,50,Vermont,localofficials,47.48,45.86,45.94,50.16,49.17,54.06,54.67,57.53,56.66,55.99,52.99,57.57,54.24,55.2
state,51,Virginia,localofficials,50.19,50.36,50.8,54.5,52.79,57.82,57.7,59.34,61.84,59.54,56.31,61.2,57.95,58.5
state,53,Washington,localofficials,47.32,47.32,46.34,51.01,48.28,55.67,55.35,58.35,58.24,57.59,53.71,59.36,56.47,58.01
state,54,West Virginia,localofficials,47.27,48.1,45.8,51.18,47.02,50.82,46.88,50.69,51.21,48.99,47.28,47.2,42.84,44.0
state,55,Wisconsin,localofficials,46.54,45.72,45.77,48.79,46.58,51.79,50.86,53.59,54.01,51.82,49.0,54.06,50.62,51.89
state,56,Wyoming,localofficials,42.03,44.29,42.32,47.67,41.94,47.14,43.69,47.61,48.71,46.33,45.67,45.05,40.09,43.01
state,1,Alabama,localofficialsOppose,,,,,,,,,15.25,16.63,15.04,16.87,19.24,19.01
state,2,Alaska,localofficialsOppose,,,,,,,,,15.64,18.82,16.0,17.87,21.39,21.18
state,4,Arizona,localofficialsOppose,,,,,,,,,15.99,17.62,16.19,17.5,20.28,19.82
state,5,Arkansas,localofficialsOppose,,,,,,,,,16.3,17.9,15.6,17.4,20.65,20.48
state,6,California,localofficialsOppose,,,,,,,,,14.26,16.14,14.69,16.24,18.66,18.12
state,8,Colorado,localofficialsOppose,,,,,,,,,15.8,17.47,16.23,18.15,19.55,18.92
state,9,Connecticut,localofficialsOppose,,,,,,,,,13.5,14.51,13.35,14.8,16.81,16.43
state,10,Delaware,localofficialsOppose,,,,,,,,,15.27,16.18,15.86,17.4,18.86,18.08
state,11,District of Columbia,localofficialsOppose,,,,,,,,,11.04,12.49,11.82,13.01,14.0,13.45
state,12,Florida,localofficialsOppose,,,,,,,,,15.3,16.42,14.72,16.1,18.3,18.03
state,13,Georgia,localofficialsOppose,,,,,,,,,14.33,15.53,14.59,15.8,17.92,17.49
state,15,Hawaii,localofficialsOppose,,,,,,,,,13.74,16.2,14.11,16.37,19.04,18.79
state,16,Idaho,localofficialsOppose,,,,,,,,,16.62,18.24,16.22,17.98,21.72,21.76
state,17,Illinois,localofficialsOppose,,,,,,,,,12.67,14.28,12.92,14.52,16.81,16.69
state,18,Indiana,localofficialsOppose,,,,,,,,,15.68,17.3,15.71,17.61,20.68,20.33
state,19,Iowa,localofficialsOppose,,,,,,,,,15.41,17.3,16.0,17.43,20.4,20.26
state,20,Kansas,localofficialsOppose,,,,,,,,,15.98,17.56,16.13,18.13,20.62,20.44
state,21,Kentucky,localofficialsOppose,,,,,,,,,16.75,18.71,17.31,19.18,22.12,21.64
state,22,Louisiana,localofficialsOppose,,,,,,,,,14.96,16.42,15.47,18.17,19.65,18.99
state,23,Maine,localofficialsOppose,,,,,,,,,16.58,17.9,16.96,18.69,21.02,19.88
state,24,Maryland,localofficialsOppose,,,,,,,,,12.66,13.87,12.39,13.69,15.0,14.87
state,25,Massachusetts,localofficialsOppose,,,,,,,,,13.55,14.91,13.55,15.02,16.98,16.5
state,26,Michigan,localofficialsOppose,,,,,,,,,13.93,14.97,13.93,16.03,17.83,17.55
state,27,Minnesota,localofficialsOppose,,,,,,,,,15.58,17.33,15.67,17.24,19.11,18.72
state,28,Mississippi,localofficialsOppose,,,,,,,,,14.07,15.3,13.97,15.14,17.91,17.67
state,29,Missouri,localofficialsOppose,,,,,,,,,16.1,17.65,15.75,17.59,20.3,20.09
state,30,Montana,localofficialsOppose,,,,,,,,,15.85,18.28,16.69,18.36,21.66,21.51
state,31,Nebraska,localofficialsOppose,,,,,,,,,16.32,18.15,15.78,17.58,20.37,20.42
state,32,Nevada,localofficialsOppose,,,,,,,,,15.83,17.35,16.15,17.71,20.35,19.82
state,33,New Hampshire,localofficialsOppose,,,,,,,,,15.88,17.01,15.21,16.56,19.15,18.57
state,34,New Jersey,localofficialsOppose,,,,,,,,,13.47,14.75,13.15,14.53,16.61,16.47
state,35,New Mexico,localofficialsOppose,,,,,,,,,15.69,17.4,16.67,18.06,20.62,19.92
state,36,New York,localofficialsOppose,,,,,,,,,12.23,13.98,12.54,13.99,16.59,16.63
state,37,North Carolina,localofficialsOppose,,,,,,,,,15.13,16.23,14.35,15.85,17.71,17.55
state,38,North Dakota,localofficialsOppose,,,,,,,,,16.88,19.61,18.16,20.37,23.62,23.45
state,39,Ohio,localofficialsOppose,,,,,,,,,15.0,16.17,14.54,16.65,18.99,18.72
state,40,Oklahoma,localofficialsOppose,,,,,,,,,17.1,18.94,17.27,19.29,22.48,22.02
state,41,Oregon,localofficialsOppose,,,,,,,,,16.26,18.53,17.0,18.9,21.4,20.46
state,42,Pennsylvania,localofficialsOppose,,,,,,,,,15.34,16.68,15.11,16.93,19.14,18.81
state,44,Rhode Island,localofficialsOppose,,,,,,,,,15.67,16.59,14.9,16.86,19.01,18.37
state,45,South Carolina,localofficialsOppose,,,,,,,,,14.93,16.05,14.67,15.97,18.62,18.49
state,46,South Dakota,localofficialsOppose,,,,,,,,,15.66,17.55,15.45,16.65,20.63,20.92
state,47,Tennessee,localofficialsOppose,,,,,,,,,15.87,17.17,15.55,16.99,20.01,19.77
state,48,Texas,localofficialsOppose,,,,,,,,,15.27,16.81,16.08,17.42,19.98,19.22
state,49,Utah,localofficialsOppose,,,,,,,,,16.31,18.41,16.97,18.58,21.96,21.8
state,50,Vermont,localofficialsOppose,,,,,,,,,14.81,16.14,15.27,16.7,18.8,18.02
state,51,Virginia,localofficialsOppose,,,,,,,,,14.4,15.59,13.65,15.06,16.75,16.7
state,53,Washington,localofficialsOppose,,,,,,,,,15.53,17.7,15.84,17.5,19.97,19.33
state,54,West Virginia,localofficialsOppose,,,,,,,,,17.93,20.32,17.81,20.65,23.52,23.49
state,55,Wisconsin,localofficialsOppose,,,,,,,,,14.36,15.77,14.85,16.61,19.07,18.71
state,56,Wyoming,localofficialsOppose,,,,,,,,,17.3,20.39,17.65,20.14,23.67,23.83
state,1,Alabama,mediaweekly,,,,,,,21.78,,17.41,25.17,19.15,25.78,27.85,24.14
state,2,Alaska,mediaweekly,,,,,,,23.21,,23.23,36.85,26.88,35.1,38.43,34.65
state,4,Arizona,mediaweekly,,,,,,,24.66,,24.71,37.23,28.13,35.71,38.06,33.8
state,5,Arkansas,mediaweekly,,,,,,,21.6,,18.87,28.74,20.38,26.54,28.05,24.15
state,6,California,mediaweekly,,,,,,,25.28,,25.45,36.66,27.96,37.01,39.84,35.04
state,8,Colorado,mediaweekly,,,,,,,27.84,,27.31,39.86,30.89,39.06,43.46,39.12
state,9,Connecticut,mediaweekly,,,,,,,24.7,,22.05,32.88,26.63,35.43,37.86,33.72
state,10,Delaware,mediaweekly,,,,,,,25.15,,22.12,31.05,25.54,34.48,37.83,33.0
state,11,District of Columbia,mediaweekly,,,,,,,27.83,,26.06,37.66,31.91,41.65,45.83,41.24
state,12,Florida,mediaweekly,,,,,,,23.52,,21.01,31.75,24.58,32.37,34.89,30.57
state,13,Georgia,mediaweekly,,,,,,,21.23,,19.02,28.0,22.64,30.45,32.82,28.77
state,15,Hawaii,mediaweekly,,,,,,,22.89,,24.07,36.64,26.37,32.72,37.66,32.8
state,16,Idaho,mediaweekly,,,,,,,21.72,,20.23,34.29,27.26,33.53,34.66,30.54
state,17,Illinois,mediaweekly,,,,,,,24.32,,23.16,33.02,24.48,33.1,35.74,32.09
state,18,Indiana,mediaweekly,,,,,,,24.61,,21.42,30.71,21.86,29.45,31.44,27.72
state,19,Iowa,mediaweekly,,,,,,,29.35,,22.74,31.23,23.8,30.41,34.17,30.6
state,20,Kansas,mediaweekly,,,,,,,25.3,,22.29,32.3,25.01,31.35,34.29,30.24
state,21,Kentucky,mediaweekly,,,,,,,23.72,,20.02,29.12,22.39,29.86,32.46,28.38
state,22,Louisiana,mediaweekly,,,,,,,21.21,,18.16,26.85,20.06,26.18,28.82,24.79
state,23,Maine,mediaweekly,,,,,,,27.19,,26.45,38.83,30.1,39.38,43.35,38.38
state,24,Maryland,mediaweekly,,,,,,,23.66,,21.56,30.66,24.06,32.78,36.05,32.15
state,25,Massachusetts,mediaweekly,,,,,,,25.93,,26.42,38.33,30.56,40.31,43.39,39.11
state,26,Michigan,mediaweekly,,,,,,,23.02,,20.07,29.53,22.96,30.97,34.38,30.39
state,27,Minnesota,mediaweekly,,,,,,,29.81,,26.2,35.96,26.78,34.2,39.5,35.64
state,28,Mississippi,mediaweekly,,,,,,,20.68,,16.63,23.83,18.22,24.93,26.53,22.9
state,29,Missouri,mediaweekly,,,,,,,25.56,,22.52,32.73,24.07,30.27,33.2,29.27
state,30,Montana,mediaweekly,,,,,,,26.45,,22.4,34.15,26.23,33.37,36.45,33.05
state,31,Nebraska,mediaweekly,,,,,,,26.33,,22.6,32.63,23.64,29.79,32.89,29.26
state,32,Nevada,mediaweekly,,,,,,,24.87,,24.01,35.72,26.46,33.8,35.4,31.05
state,33,New Hampshire,mediaweekly,,,,,,,26.39,,24.23,35.51,27.19,36.2,39.42,35.18
state,34,New Jersey,mediaweekly,,,,,,,21.1,,20.22,30.48,23.66,31.8,35.47,31.7
state,35,New Mexico,mediaweekly,,,,,,,27.64,,26.34,36.24,26.43,34.11,36.01,31.58
state,36,New York,mediaweekly,,,,,,,20.1,,20.94,33.4,26.6,35.21,37.75,33.95
state,37,North Carolina,mediaweekly,,,,,,,23.17,,20.18,29.29,22.56,30.25,33.5,29.69
state,38,North Dakota,mediaweekly,,,,,,,29.37,,22.81,31.16,23.0,28.9,31.82,28.45
state,39,Ohio,mediaweekly,,,,,,,25.41,,21.43,30.85,22.45,30.1,32.62,28.78
state,40,Oklahoma,mediaweekly,,,,,,,22.43,,19.37,29.61,21.72,28.2,30.1,25.84
state,41,Oregon,mediaweekly,,,,,,,26.56,,27.7,41.41,32.44,41.82,46.4,41.27
