geotype,geoid,geoname,varname,x2021
county,5001,"Arkansas County, AR",co2limits,56.71
county,5003,"Ashley County, AR",co2limits,53.5
county,5005,"Baxter County, AR",co2limits,52.81
county,5007,"Benton County, AR",co2limits,59.4
county,5009,"Boone County, AR",co2limits,52.73
county,5011,"Bradley County, AR",co2limits,59.75
county,5013,"Calhoun County, AR",co2limits,52.71
county,5015,"Carroll County, AR",co2limits,60.12
county,5017,"Chicot County, AR",co2limits,68.13
county,5019,"Clark County, AR",co2limits,62.99
county,5021,"Clay County, AR",co2limits,53.07
county,5023,"Cleburne County, AR",co2limits,51.9
county,5025,"Cleveland County, AR",co2limits,49.87
county,5027,"Columbia County, AR",co2limits,57.66
county,5029,"Conway County, AR",co2limits,58.35
county,5031,"Craighead County, AR",co2limits,57.76
county,5033,"Crawford County, AR",co2limits,50.85
county,5035,"Crittenden County, AR",co2limits,66.38
county,5037,"Cross County, AR",co2limits,56.7
county,5039,"Dallas County, AR",co2limits,60.11
county,5041,"Desha County, AR",co2limits,61.8
county,5043,"Drew County, AR",co2limits,59.63
county,5045,"Faulkner County, AR",co2limits,60.66
county,5047,"Franklin County, AR",co2limits,51.81
county,5049,"Fulton County, AR",co2limits,53.11
county,5051,"Garland County, AR",co2limits,58.39
county,5053,"Grant County, AR",co2limits,49.93
county,5055,"Greene County, AR",co2limits,53.54
county,5057,"Hempstead County, AR",co2limits,58.39
county,5059,"Hot Spring County, AR",co2limits,53.72
county,5061,"Howard County, AR",co2limits,56.05
county,5063,"Independence County, AR",co2limits,41.88
county,5065,"Izard County, AR",co2limits,55.63
county,5067,"Jackson County, AR",co2limits,56.85
county,5069,"Jefferson County, AR",co2limits,60.15
county,5071,"Johnson County, AR",co2limits,56.42
county,5073,"Lafayette County, AR",co2limits,58.03
county,5075,"Lawrence County, AR",co2limits,51.51
county,5077,"Lee County, AR",co2limits,65.92
county,5079,"Lincoln County, AR",co2limits,55.99
county,5081,"Little River County, AR",co2limits,50.07
county,5083,"Logan County, AR",co2limits,52.99
county,5085,"Lonoke County, AR",co2limits,52.99
county,5087,"Madison County, AR",co2limits,54.57
county,5089,"Marion County, AR",co2limits,54.63
county,5091,"Miller County, AR",co2limits,55.8
county,5093,"Mississippi County, AR",co2limits,59.12
county,5095,"Monroe County, AR",co2limits,61.46
county,5097,"Montgomery County, AR",co2limits,53.48
county,5099,"Nevada County, AR",co2limits,57.07
county,5101,"Newton County, AR",co2limits,52.6
county,5103,"Ouachita County, AR",co2limits,60.01
county,5105,"Perry County, AR",co2limits,54.54
county,5107,"Phillips County, AR",co2limits,67.6
county,5109,"Pike County, AR",co2limits,51.96
county,5111,"Poinsett County, AR",co2limits,52.56
county,5113,"Polk County, AR",co2limits,53.65
county,5115,"Pope County, AR",co2limits,54.91
county,5117,"Prairie County, AR",co2limits,54.73
county,5119,"Pulaski County, AR",co2limits,68.03
county,5121,"Randolph County, AR",co2limits,53.15
county,5123,"St. Francis County, AR",co2limits,64.42
county,5125,"Saline County, AR",co2limits,54.34
county,5127,"Scott County, AR",co2limits,53.05
county,5129,"Searcy County, AR",co2limits,55.2
county,5131,"Sebastian County, AR",co2limits,59.09
county,5133,"Sevier County, AR",co2limits,60.05
county,5135,"Sharp County, AR",co2limits,54.86
county,5137,"Stone County, AR",co2limits,54.94
county,5139,"Union County, AR",co2limits,52.81
county,5141,"Van Buren County, AR",co2limits,53.96
county,5143,"Washington County, AR",co2limits,65.42
county,5145,"White County, AR",co2limits,54.08
county,5147,"Woodruff County, AR",co2limits,58.31
county,5149,"Yell County, AR",co2limits,54.74
county,6001,"Alameda County, CA",co2limits,78.41
county,6003,"Alpine County, CA",co2limits,71.89
county,6005,"Amador County, CA",co2limits,60.35
county,6007,"Butte County, CA",co2limits,65.13
county,6009,"Calaveras County, CA",co2limits,59.83
county,6011,"Colusa County, CA",co2limits,61.59
county,6013,"Contra Costa County, CA",co2limits,74.4
county,6015,"Del Norte County, CA",co2limits,62.15
county,6017,"El Dorado County, CA",co2limits,61.81
county,6019,"Fresno County, CA",co2limits,68.44
county,6021,"Glenn County, CA",co2limits,58.3
county,6023,"Humboldt County, CA",co2limits,71.65
county,6025,"Imperial County, CA",co2limits,70.63
county,6027,"Inyo County, CA",co2limits,66.79
county,6029,"Kern County, CA",co2limits,64.24
county,6031,"Kings County, CA",co2limits,64.32
county,6033,"Lake County, CA",co2limits,68.85
county,6035,"Lassen County, CA",co2limits,54.34
county,6037,"Los Angeles County, CA",co2limits,73.02
county,6039,"Madera County, CA",co2limits,65.33
county,6041,"Marin County, CA",co2limits,74.84
county,6043,"Mariposa County, CA",co2limits,65.86
county,6045,"Mendocino County, CA",co2limits,71.03
county,6047,"Merced County, CA",co2limits,67.49
county,6049,"Modoc County, CA",co2limits,58.66
county,6051,"Mono County, CA",co2limits,71.77
county,6053,"Monterey County, CA",co2limits,72.38
county,6055,"Napa County, CA",co2limits,71.69
county,6057,"Nevada County, CA",co2limits,67.82
county,6059,"Orange County, CA",co2limits,67.19
county,6061,"Placer County, CA",co2limits,62.79
county,6063,"Plumas County, CA",co2limits,61.31
county,6065,"Riverside County, CA",co2limits,65.12
county,6067,"Sacramento County, CA",co2limits,71.13
county,6069,"San Benito County, CA",co2limits,69.14
county,6071,"San Bernardino County, CA",co2limits,64.33
county,6073,"San Diego County, CA",co2limits,65.91
county,6075,"San Francisco County, CA",co2limits,78.01
county,6077,"San Joaquin County, CA",co2limits,64.93
county,6079,"San Luis Obispo County, CA",co2limits,67.98
county,6081,"San Mateo County, CA",co2limits,76.48
county,6083,"Santa Barbara County, CA",co2limits,73.17
county,6085,"Santa Clara County, CA",co2limits,73.8
county,6087,"Santa Cruz County, CA",co2limits,76.34
county,6089,"Shasta County, CA",co2limits,56.99
county,6091,"Sierra County, CA",co2limits,61.08
county,6093,"Siskiyou County, CA",co2limits,63.09
county,6095,"Solano County, CA",co2limits,69.12
county,6097,"Sonoma County, CA",co2limits,73.31
county,6099,"Stanislaus County, CA",co2limits,62.06
county,6101,"Sutter County, CA",co2limits,60.92
county,6103,"Tehama County, CA",co2limits,56.93
county,6105,"Trinity County, CA",co2limits,64.75
county,6107,"Tulare County, CA",co2limits,62.22
county,6109,"Tuolumne County, CA",co2limits,58.55
county,6111,"Ventura County, CA",co2limits,67.67
county,6113,"Yolo County, CA",co2limits,75.13
county,6115,"Yuba County, CA",co2limits,60.52
county,8001,"Adams County, CO",co2limits,69.02
county,8003,"Alamosa County, CO",co2limits,67.09
county,8005,"Arapahoe County, CO",co2limits,68.6
county,8007,"Archuleta County, CO",co2limits,65.09
county,8009,"Baca County, CO",co2limits,51.58
county,8011,"Bent County, CO",co2limits,60.03
county,8013,"Boulder County, CO",co2limits,75.66
county,8014,"Broomfield County, CO",co2limits,72.99
county,8015,"Chaffee County, CO",co2limits,69.47
county,8017,"Cheyenne County, CO",co2limits,50.9
county,8019,"Clear Creek County, CO",co2limits,70.59
county,8021,"Conejos County, CO",co2limits,69.8
county,8023,"Costilla County, CO",co2limits,76.51
county,8025,"Crowley County, CO",co2limits,54.89
county,8027,"Custer County, CO",co2limits,56.58
county,8029,"Delta County, CO",co2limits,60.79
county,8031,"Denver County, CO",co2limits,75.95
county,8033,"Dolores County, CO",co2limits,59.83
county,8035,"Douglas County, CO",co2limits,67.9
county,8037,"Eagle County, CO",co2limits,72.21
county,8039,"Elbert County, CO",co2limits,56.39
county,8041,"El Paso County, CO",co2limits,63.5
county,8043,"Fremont County, CO",co2limits,54.59
county,8045,"Garfield County, CO",co2limits,68.18
county,8047,"Gilpin County, CO",co2limits,68.07
county,8049,"Grand County, CO",co2limits,68.53
county,8051,"Gunnison County, CO",co2limits,72.98
county,8053,"Hinsdale County, CO",co2limits,64.96
county,8055,"Huerfano County, CO",co2limits,68.53
county,8057,"Jackson County, CO",co2limits,59.86
county,8059,"Jefferson County, CO",co2limits,70.76
county,8061,"Kiowa County, CO",co2limits,49.84
county,8063,"Kit Carson County, CO",co2limits,54.22
county,8065,"Lake County, CO",co2limits,71.92
county,8067,"La Plata County, CO",co2limits,70.98
county,8069,"Larimer County, CO",co2limits,69.41
county,8071,"Las Animas County, CO",co2limits,68.58
county,8073,"Lincoln County, CO",co2limits,57.59
county,8075,"Logan County, CO",co2limits,55.31
county,8077,"Mesa County, CO",co2limits,59.98
county,8079,"Mineral County, CO",co2limits,67.34
county,8081,"Moffat County, CO",co2limits,43.7
county,8083,"Montezuma County, CO",co2limits,60.66
county,8085,"Montrose County, CO",co2limits,58.81
county,8087,"Morgan County, CO",co2limits,55.13
county,8089,"Otero County, CO",co2limits,63.46
county,8091,"Ouray County, CO",co2limits,73.12
county,8093,"Park County, CO",co2limits,62.72
county,8095,"Phillips County, CO",co2limits,52.5
county,8097,"Pitkin County, CO",co2limits,75.16
county,8099,"Prowers County, CO",co2limits,56.12
county,8101,"Pueblo County, CO",co2limits,62.85
county,8103,"Rio Blanco County, CO",co2limits,48.2
county,8105,"Rio Grande County, CO",co2limits,64.4
county,8107,"Routt County, CO",co2limits,67.3
county,8109,"Saguache County, CO",co2limits,70.0
county,8111,"San Juan County, CO",co2limits,72.19
county,8113,"San Miguel County, CO",co2limits,74.99
county,8115,"Sedgwick County, CO",co2limits,59.09
county,8117,"Summit County, CO",co2limits,70.71
county,8119,"Teller County, CO",co2limits,58.48
county,8121,"Washington County, CO",co2limits,54.01
county,8123,"Weld County, CO",co2limits,62.78
county,8125,"Yuma County, CO",co2limits,56.08
county,9001,"Fairfield County, CT",co2limits,74.11
county,9003,"Hartford County, CT",co2limits,69.99
county,9005,"Litchfield County, CT",co2limits,62.54
county,9007,"Middlesex County, CT",co2limits,68.99
county,9009,"New Haven County, CT",co2limits,69.68
county,9011,"New London County, CT",co2limits,66.38
county,9013,"Tolland County, CT",co2limits,67.97
county,9015,"Windham County, CT",co2limits,61.54
county,10001,"Kent County, DE",co2limits,64.71
county,10003,"New Castle County, DE",co2limits,71.45
county,10005,"Sussex County, DE",co2limits,64.66
county,11001,"District of Columbia, District of Columbia",co2limits,75.12
county,12001,"Alachua County, FL",co2limits,72.16
county,12003,"Baker County, FL",co2limits,50.06
county,12005,"Bay County, FL",co2limits,56.91
county,12007,"Bradford County, FL",co2limits,52.88
county,12009,"Brevard County, FL",co2limits,63.26
county,12011,"Broward County, FL",co2limits,72.8
county,12013,"Calhoun County, FL",co2limits,54.19
county,12015,"Charlotte County, FL",co2limits,61.69
county,12017,"Citrus County, FL",co2limits,55.98
county,12019,"Clay County, FL",co2limits,56.5
county,12021,"Collier County, FL",co2limits,60.55
county,12023,"Columbia County, FL",co2limits,56.63
county,12027,"DeSoto County, FL",co2limits,63.47
county,12029,"Dixie County, FL",co2limits,55.2
county,12031,"Duval County, FL",co2limits,62.53
county,12033,"Escambia County, FL",co2limits,62.95
county,12035,"Flagler County, FL",co2limits,62.06
county,12037,"Franklin County, FL",co2limits,57.87
county,12039,"Gadsden County, FL",co2limits,69.11
county,12041,"Gilchrist County, FL",co2limits,56.58
county,12043,"Glades County, FL",co2limits,60.48
county,12045,"Gulf County, FL",co2limits,57.05
county,12047,"Hamilton County, FL",co2limits,57.82
county,12049,"Hardee County, FL",co2limits,54.64
county,12051,"Hendry County, FL",co2limits,69.51
county,12053,"Hernando County, FL",co2limits,59.71
county,12055,"Highlands County, FL",co2limits,59.34
county,12057,"Hillsborough County, FL",co2limits,69.09
county,12059,"Holmes County, FL",co2limits,47.86
county,12061,"Indian River County, FL",co2limits,61.19
county,12063,"Jackson County, FL",co2limits,55.36
county,12065,"Jefferson County, FL",co2limits,62.42
county,12067,"Lafayette County, FL",co2limits,48.94
county,12069,"Lake County, FL",co2limits,61.15
county,12071,"Lee County, FL",co2limits,63.4
county,12073,"Leon County, FL",co2limits,69.68
county,12075,"Levy County, FL",co2limits,57.63
county,12077,"Liberty County, FL",co2limits,52.94
county,12079,"Madison County, FL",co2limits,59.48
county,12081,"Manatee County, FL",co2limits,65.17
county,12083,"Marion County, FL",co2limits,61.59
county,12085,"Martin County, FL",co2limits,58.72
county,12086,"Miami-Dade County, FL",co2limits,73.31
county,12087,"Monroe County, FL",co2limits,68.94
county,12089,"Nassau County, FL",co2limits,53.71
county,12091,"Okaloosa County, FL",co2limits,58.65
county,12093,"Okeechobee County, FL",co2limits,57.55
county,12095,"Orange County, FL",co2limits,69.08
county,12097,"Osceola County, FL",co2limits,71.14
county,12099,"Palm Beach County, FL",co2limits,71.9
county,12101,"Pasco County, FL",co2limits,62.84
county,12103,"Pinellas County, FL",co2limits,68.18
county,12105,"Polk County, FL",co2limits,65.84
county,12107,"Putnam County, FL",co2limits,51.85
county,12109,"St. Johns County, FL",co2limits,59.79
county,12111,"St. Lucie County, FL",co2limits,66.08
county,12113,"Santa Rosa County, FL",co2limits,56.08
county,12115,"Sarasota County, FL",co2limits,61.5
county,12117,"Seminole County, FL",co2limits,64.5
county,12119,"Sumter County, FL",co2limits,60.71
county,12121,"Suwannee County, FL",co2limits,54.33
county,12123,"Taylor County, FL",co2limits,53.93
county,12125,"Union County, FL",co2limits,54.53
county,12127,"Volusia County, FL",co2limits,64.12
county,12129,"Wakulla County, FL",co2limits,55.19
county,12131,"Walton County, FL",co2limits,58.38
county,12133,"Washington County, FL",co2limits,50.43
county,13001,"Appling County, GA",co2limits,52.18
county,13003,"Atkinson County, GA",co2limits,55.16
county,13005,"Bacon County, GA",co2limits,51.41
county,13007,"Baker County, GA",co2limits,57.91
county,13009,"Baldwin County, GA",co2limits,61.88
county,13011,"Banks County, GA",co2limits,48.79
county,13013,"Barrow County, GA",co2limits,55.02
county,13015,"Bartow County, GA",co2limits,44.81
county,13017,"Ben Hill County, GA",co2limits,55.53
county,13019,"Berrien County, GA",co2limits,49.99
county,13021,"Bibb County, GA",co2limits,64.01
county,13023,"Bleckley County, GA",co2limits,49.59
county,13025,"Brantley County, GA",co2limits,44.57
county,13027,"Brooks County, GA",co2limits,59.69
county,13029,"Bryan County, GA",co2limits,56.89
county,13031,"Bulloch County, GA",co2limits,59.63
county,13033,"Burke County, GA",co2limits,60.21
county,13035,"Butts County, GA",co2limits,53.61
county,13037,"Calhoun County, GA",co2limits,66.74
county,13039,"Camden County, GA",co2limits,54.91
county,13043,"Candler County, GA",co2limits,55.28
county,13045,"Carroll County, GA",co2limits,55.64
county,13047,"Catoosa County, GA",co2limits,49.16
county,13049,"Charlton County, GA",co2limits,51.45
county,13051,"Chatham County, GA",co2limits,68.94
county,13053,"Chattahoochee County, GA",co2limits,66.76
county,13055,"Chattooga County, GA",co2limits,49.96
county,13057,"Cherokee County, GA",co2limits,57.83
county,13059,"Clarke County, GA",co2limits,72.19
county,13061,"Clay County, GA",co2limits,64.96
county,13063,"Clayton County, GA",co2limits,70.36
county,13065,"Clinch County, GA",co2limits,54.34
county,13067,"Cobb County, GA",co2limits,63.34
county,13069,"Coffee County, GA",co2limits,55.3
county,13071,"Colquitt County, GA",co2limits,56.02
county,13073,"Columbia County, GA",co2limits,54.28
county,13075,"Cook County, GA",co2limits,55.06
county,13077,"Coweta County, GA",co2limits,55.26
county,13079,"Crawford County, GA",co2limits,50.98
county,13081,"Crisp County, GA",co2limits,58.92
county,13083,"Dade County, GA",co2limits,51.41
county,13085,"Dawson County, GA",co2limits,50.85
county,13087,"Decatur County, GA",co2limits,60.57
county,13089,"DeKalb County, GA",co2limits,74.07
county,13091,"Dodge County, GA",co2limits,54.36
county,13093,"Dooly County, GA",co2limits,61.99
county,13095,"Dougherty County, GA",co2limits,70.83
county,13097,"Douglas County, GA",co2limits,68.01
county,13099,"Early County, GA",co2limits,48.02
county,13101,"Echols County, GA",co2limits,47.8
county,13103,"Effingham County, GA",co2limits,48.15
county,13105,"Elbert County, GA",co2limits,56.34
county,13107,"Emanuel County, GA",co2limits,56.89
county,13109,"Evans County, GA",co2limits,57.08
county,13111,"Fannin County, GA",co2limits,52.83
county,13113,"Fayette County, GA",co2limits,63.59
county,13115,"Floyd County, GA",co2limits,53.2
county,13117,"Forsyth County, GA",co2limits,60.5
county,13119,"Franklin County, GA",co2limits,50.6
county,13121,"Fulton County, GA",co2limits,74.97
county,13123,"Gilmer County, GA",co2limits,56.17
county,13125,"Glascock County, GA",co2limits,44.89
county,13127,"Glynn County, GA",co2limits,59.92
county,13129,"Gordon County, GA",co2limits,51.25
county,13131,"Grady County, GA",co2limits,57.74
county,13133,"Greene County, GA",co2limits,57.63
county,13135,"Gwinnett County, GA",co2limits,69.45
county,13137,"Habersham County, GA",co2limits,49.27
county,13139,"Hall County, GA",co2limits,57.13
county,13141,"Hancock County, GA",co2limits,65.27
county,13143,"Haralson County, GA",co2limits,49.04
county,13145,"Harris County, GA",co2limits,53.2
county,13147,"Hart County, GA",co2limits,52.63
county,13149,"Heard County, GA",co2limits,37.4
county,13151,"Henry County, GA",co2limits,67.73
county,13153,"Houston County, GA",co2limits,61.35
county,13155,"Irwin County, GA",co2limits,50.09
county,13157,"Jackson County, GA",co2limits,53.15
county,13159,"Jasper County, GA",co2limits,51.5
county,13161,"Jeff Davis County, GA",co2limits,49.2
county,13163,"Jefferson County, GA",co2limits,62.74
county,13165,"Jenkins County, GA",co2limits,59.98
county,13167,"Johnson County, GA",co2limits,56.99
county,13169,"Jones County, GA",co2limits,56.13
county,13171,"Lamar County, GA",co2limits,53.96
county,13173,"Lanier County, GA",co2limits,52.76
county,13175,"Laurens County, GA",co2limits,55.5
county,13177,"Lee County, GA",co2limits,53.89
county,13179,"Liberty County, GA",co2limits,67.89
county,13181,"Lincoln County, GA",co2limits,53.19
county,13183,"Long County, GA",co2limits,58.64
county,13185,"Lowndes County, GA",co2limits,61.78
county,13187,"Lumpkin County, GA",co2limits,50.48
county,13189,"McDuffie County, GA",co2limits,56.35
county,13191,"McIntosh County, GA",co2limits,58.42
county,13193,"Macon County, GA",co2limits,68.61
county,13195,"Madison County, GA",co2limits,53.71
county,13197,"Marion County, GA",co2limits,59.07
county,13199,"Meriwether County, GA",co2limits,58.75
county,13201,"Miller County, GA",co2limits,51.95
county,13205,"Mitchell County, GA",co2limits,62.3
county,13207,"Monroe County, GA",co2limits,39.91
county,13209,"Montgomery County, GA",co2limits,53.17
county,13211,"Morgan County, GA",co2limits,56.65
county,13213,"Murray County, GA",co2limits,48.38
county,13215,"Muscogee County, GA",co2limits,67.6
county,13217,"Newton County, GA",co2limits,66.13
county,13219,"Oconee County, GA",co2limits,57.53
county,13221,"Oglethorpe County, GA",co2limits,54.7
county,13223,"Paulding County, GA",co2limits,57.96
county,13225,"Peach County, GA",co2limits,64.42
county,13227,"Pickens County, GA",co2limits,51.4
county,13229,"Pierce County, GA",co2limits,46.71
county,13231,"Pike County, GA",co2limits,46.81
county,13233,"Polk County, GA",co2limits,51.27
county,13235,"Pulaski County, GA",co2limits,53.14
county,13237,"Putnam County, GA",co2limits,46.71
county,13239,"Quitman County, GA",co2limits,62.3
county,13241,"Rabun County, GA",co2limits,54.82
county,13243,"Randolph County, GA",co2limits,70.18
county,13245,"Richmond County, GA",co2limits,68.1
county,13247,"Rockdale County, GA",co2limits,70.99
county,13249,"Schley County, GA",co2limits,48.95
county,13251,"Screven County, GA",co2limits,58.42
county,13253,"Seminole County, GA",co2limits,55.9
county,13255,"Spalding County, GA",co2limits,57.41
county,13257,"Stephens County, GA",co2limits,51.28
county,13259,"Stewart County, GA",co2limits,68.36
county,13261,"Sumter County, GA",co2limits,64.64
county,13263,"Talbot County, GA",co2limits,64.66
county,13265,"Taliaferro County, GA",co2limits,66.68
county,13267,"Tattnall County, GA",co2limits,57.89
county,13269,"Taylor County, GA",co2limits,56.68
county,13271,"Telfair County, GA",co2limits,55.1
county,13273,"Terrell County, GA",co2limits,64.61
county,13275,"Thomas County, GA",co2limits,59.94
county,13277,"Tift County, GA",co2limits,55.91
county,13279,"Toombs County, GA",co2limits,54.75
county,13281,"Towns County, GA",co2limits,52.42
county,13283,"Treutlen County, GA",co2limits,54.24
county,13285,"Troup County, GA",co2limits,58.35
county,13287,"Turner County, GA",co2limits,56.93
county,13289,"Twiggs County, GA",co2limits,58.91
county,13291,"Union County, GA",co2limits,52.51
county,13293,"Upson County, GA",co2limits,53.92
county,13295,"Walker County, GA",co2limits,50.36
county,13297,"Walton County, GA",co2limits,53.85
county,13299,"Ware County, GA",co2limits,55.18
county,13301,"Warren County, GA",co2limits,61.73
county,13303,"Washington County, GA",co2limits,62.81
county,13305,"Wayne County, GA",co2limits,52.25
county,13307,"Webster County, GA",co2limits,57.61
county,13309,"Wheeler County, GA",co2limits,53.92
county,13311,"White County, GA",co2limits,48.85
county,13313,"Whitfield County, GA",co2limits,55.57
county,13315,"Wilcox County, GA",co2limits,52.3
county,13317,"Wilkes County, GA",co2limits,58.09
county,13319,"Wilkinson County, GA",co2limits,57.71
county,13321,"Worth County, GA",co2limits,51.49
county,15001,"Hawaii County, HI",co2limits,65.62
county,15003,"Honolulu County, HI",co2limits,65.62
county,15005,"Kalawao County, HI",co2limits,65.62
county,15007,"Kauai County, HI",co2limits,65.62
county,15009,"Maui County, HI",co2limits,65.62
county,16001,"Ada County, ID",co2limits,65.64
county,16003,"Adams County, ID",co2limits,58.66
county,16005,"Bannock County, ID",co2limits,62.96
county,16007,"Bear Lake County, ID",co2limits,52.7
county,16009,"Benewah County, ID",co2limits,54.1
county,16011,"Bingham County, ID",co2limits,56.55
county,16013,"Blaine County, ID",co2limits,71.87
county,16015,"Boise County, ID",co2limits,61.4
county,16017,"Bonner County, ID",co2limits,60.98
county,16019,"Bonneville County, ID",co2limits,58.26
county,16021,"Boundary County, ID",co2limits,52.57
county,16023,"Butte County, ID",co2limits,40.63
county,16025,"Camas County, ID",co2limits,53.3
county,16027,"Canyon County, ID",co2limits,59.2
county,16029,"Caribou County, ID",co2limits,53.29
county,16031,"Cassia County, ID",co2limits,52.9
county,16033,"Clark County, ID",co2limits,48.76
county,16035,"Clearwater County, ID",co2limits,55.68
county,16037,"Custer County, ID",co2limits,60.79
